CO_MUN_GEO;NO_MUN;NO_MUN_MIN;CO_MUN_ATUALIZADOS
2503209;CABEDELO;Cabedelo;2503209
2503308;CACHOEIRA DOS INDIOS;Cachoeira dos Índios;2503308
2503407;CACIMBA DE AREIA;Cacimba de Areia;2503407
2503506;CACIMBA DE DENTRO;Cacimba de Dentro;2503506
2503555;CACIMBAS;Cacimbas;2503555
2503605;CAICARA;Caiçara;2503605
2503704;CAJAZEIRAS;Cajazeiras;2503704
2503753;CAJAZEIRINHAS;Cajazeirinhas;2503753
2503803;CALDAS BRANDAO;Caldas Brandão;2503803
2503902;CAMALAU;Camalaú;2503902
2504009;CAMPINA GRANDE;Campina Grande;2504009
2504033;CAPIM;Capim;2504033
2504074;CARAUBAS;Caraúbas;2402303
2504108;CARRAPATEIRA;Carrapateira;2504108
2504157;CASSERENGUE;Casserengue;2504157
2504207;CATINGUEIRA;Catingueira;2504207
2504306;CATOLE DO ROCHA;Catolé do Rocha;2504306
2504355;CATURITE;Caturité;2504355
2504405;CONCEICAO;Conceição;2504405
2504504;CONDADO;Condado;2604601
2504603;CONDE;Conde;2504603
2504702;CONGO;Congo;2504702
2504801;COREMAS;Coremas;2504801
2504850;COXIXOLA;Coxixola;2504850
2504900;CRUZ DO ESPIRITO SANTO;Cruz do Espírito Santo;2504900
2505006;CUBATI;Cubati;2505006
2505105;CUITE;Cuité;2505105
2505204;CUITEGI;Cuitegi;2505204
2505238;CUITE DE MAMANGUAPE;Cuité de Mamanguape;2505238
2505279;CURRAL DE CIMA;Curral de Cima;2505279
2505303;CURRAL VELHO;Curral Velho;2505303
2505352;DAMIAO;Damião;2505352
2505402;DESTERRO;Desterro;2505402
2505501;VISTA SERRANA;Vista Serrana;2505501
2505600;DIAMANTE;Diamante;2505600
2505709;DONA INES;Dona Inês;2505709
2505808;DUAS ESTRADAS;Duas Estradas;2505808
2505907;EMAS;Emas;2505907
2506004;ESPERANCA;Esperança;2506004
2506103;FAGUNDES;Fagundes;2506103
2506202;FREI MARTINHO;Frei Martinho;2506202
2506251;GADO BRAVO;Gado Bravo;2506251
2506301;GUARABIRA;Guarabira;2506301
2506400;GURINHEM;Gurinhém;2506400
2506509;GURJAO;Gurjão;2506509
2506608;IBIARA;Ibiara;2506608
2506707;IMACULADA;Imaculada;2506707
2506806;INGA;Ingá;2506806
2506905;ITABAIANA;Itabaiana;2802908
2507002;ITAPORANGA;Itaporanga;2507002
2507101;ITAPOROROCA;Itapororoca;2507101
2507200;ITATUBA;Itatuba;2507200
2507309;JACARAU;Jacaraú;2507309
2507408;JERICO;Jericó;2507408
2507507;JOAO PESSOA;João Pessoa;2507507
2507606;JUAREZ TAVORA;Juarez Távora;2507606
2507705;JUAZEIRINHO;Juazeirinho;2507705
2507804;JUNCO DO SERIDO;Junco do Seridó;2507804
2507903;JURIPIRANGA;Juripiranga;2507903
2508000;JURU;Juru;2508000
2508109;LAGOA;Lagoa;2508109
2508208;LAGOA DE DENTRO;Lagoa de Dentro;2508208
2508307;LAGOA SECA;Lagoa Seca;2508307
2508406;LASTRO;Lastro;2508406
2508505;LIVRAMENTO;Livramento;2508505
2508554;LOGRADOURO;Logradouro;2508554
2508604;LUCENA;Lucena;2508604
2508703;MAE D'AGUA;Mãe d'Água;2508703
2508802;MALTA;Malta;2508802
2508901;MAMANGUAPE;Mamanguape;2508901
2509008;MANAIRA;Manaíra;2509008
2509057;MARCACAO;Marcação;2509057
2509107;MARI;Mari;2509107
2509156;MARIZOPOLIS;Marizópolis;2509156
2509206;MASSARANDUBA;Massaranduba;2509206
2509305;MATARACA;Mataraca;2509305
2509339;MATINHAS;Matinhas;2509339
2509370;MATO GROSSO;Mato Grosso;2509370
2509396;MATUREIA;Maturéia;2509396
2509404;MOGEIRO;Mogeiro;2509404
2509503;MONTADAS;Montadas;2509503
2509602;MONTE HOREBE;Monte Horebe;2509602
2509701;MONTEIRO;Monteiro;2509701
2509800;MULUNGU;Mulungu;2309102
2509909;NATUBA;Natuba;2509909
2510006;NAZAREZINHO;Nazarezinho;2510006
2510105;NOVA FLORESTA;Nova Floresta;2510105
2510204;NOVA OLINDA;Nova Olinda;1714880
2510303;NOVA PALMEIRA;Nova Palmeira;2510303
2510402;OLHO D'AGUA;Olho d'Água;2510402
2510501;OLIVEDOS;Olivedos;2510501
2510600;OURO VELHO;Ouro Velho;2510600
2510659;PARARI;Parari;2510659
2510709;PASSAGEM;Passagem;2409209
2510808;PATOS;Patos;2510808
2510907;PAULISTA;Paulista;2610707
2511004;PEDRA BRANCA;Pedra Branca;2310506
2511103;PEDRA LAVRADA;Pedra Lavrada;2511103
2511202;PEDRAS DE FOGO;Pedras de Fogo;2511202
2511301;PIANCO;Piancó;2511301
2511400;PICUI;Picuí;2511400
2511509;PILAR;Pilar;2706901
2511608;PILOES;Pilões;2410009
2511707;PILOEZINHOS;Pilõezinhos;2511707
2511806;PIRPIRITUBA;Pirpirituba;2511806
2511905;PITIMBU;Pitimbu;2511905
2512002;POCINHOS;Pocinhos;2512002
2512036;POCO DANTAS;Poço Dantas;2512036
2512077;POCO DE JOSE DE MOURA;Poço de José de Moura;2512077
2512101;POMBAL;Pombal;2512101
2512200;PRATA;Prata;2512200
2512309;PRINCESA ISABEL;Princesa Isabel;2512309
2512408;PUXINANA;Puxinanã;2512408
2512507;QUEIMADAS;Queimadas;2512507
2512606;QUIXABA;Quixabá;2512606
2512705;REMIGIO;Remígio;2512705
2512721;PEDRO REGIS;Pedro Régis;2512721
2512747;RIACHAO;Riachão;2109502
2512754;RIACHAO DO BACAMARTE;Riachão do Bacamarte;2512754
2512762;RIACHAO DO POCO;Riachão do Poço;2512762
2512788;RIACHO DE SANTO ANTONIO;Riacho de Santo Antônio;2512788
2512804;RIACHO DOS CAVALOS;Riacho dos Cavalos;2512804
2512903;RIO TINTO;Rio Tinto;2512903
2513000;SALGADINHO;Salgadinho;2612109
2513109;SALGADO DE SAO FELIX;Salgado de São Félix;2513109
2513158;SANTA CECILIA;Santa Cecília;2513158
2513208;SANTA CRUZ;Santa Cruz;2411205
2513307;SANTA HELENA;Santa Helena;2109809
2513356;SANTA INES;Santa Inês;2109908
2513406;SANTA LUZIA;Santa Luzia;2110005
2513505;SANTANA DE MANGUEIRA;Santana de Mangueira;2513505
2513604;SANTANA DOS GARROTES;Santana dos Garrotes;2513604
2513653;SANTAREM;Santarém;1506807
2513703;SANTA RITA;Santa Rita;2110203
2513802;SANTA TERESINHA;Santa Teresinha;2513802
2513851;SANTO ANDRE;Santo André;2513851
2513901;SAO BENTO;São Bento;2110500
2513927;SAO BENTINHO;São Bentinho;2513927
2513943;SAO DOMINGOS DO CARIRI;São Domingos do Cariri;2513943
2513968;SAO DOMINGOS DE POMBAL;São Domingos de Pombal;2513968
2513984;SAO FRANCISCO;São Francisco;2806909
2514008;SAO JOAO DO CARIRI;São João do Cariri;2514008
2514107;SAO JOAO DO TIGRE;São João do Tigre;2514107
2514206;SAO JOSE DA LAGOA TAPADA;São José da Lagoa Tapada;2514206
2514305;SAO JOSE DE CAIANA;São José de Caiana;2514305
2514404;SAO JOSE DE ESPINHARAS;São José de Espinharas;2514404
2514453;SAO JOSE DOS RAMOS;São José dos Ramos;2514453
2514503;SAO JOSE DE PIRANHAS;São José de Piranhas;2514503
2514552;SAO JOSE DE PRINCESA;São José de Princesa;2514552
2514602;SAO JOSE DO BONFIM;São José do Bonfim;2514602
2514651;SAO JOSE DO BREJO DO CRUZ;São José do Brejo do Cruz;2514651
2514701;SAO JOSE DO SABUGI;São José do Sabugi;2514701
2514800;SAO JOSE DOS CORDEIROS;São José dos Cordeiros;2514800
2514909;SAO MAMEDE;São Mamede;2514909
2515005;SAO MIGUEL DE TAIPU;São Miguel de Taipu;2515005
2515104;SAO SEBASTIAO DE LAGOA DE ROCA;São Sebastião da Lagoa de Roça;#N/D
2515203;SAO SEBASTIAO DO UMBUZEIRO;São Sebastião do Umbuzeiro;2515203
2515302;SAPE;Sapé;2515302
2515401;SERIDO;Seridó;2515401
2515500;SERRA BRANCA;Serra Branca;2515500
2515609;SERRA DA RAIZ;Serra da Raiz;2515609
2515708;SERRA GRANDE;Serra Grande;2515708
2515807;SERRA REDONDA;Serra Redonda;2515807
2515906;SERRARIA;Serraria;2515906
2922300;MURITIBA;Muritiba;2922300
2922409;MUTUIPE;Mutuípe;2922409
2922508;NAZARE;Nazaré;1714302
2922607;NILO PECANHA;Nilo Peçanha;2922607
2922656;NORDESTINA;Nordestina;2922656
2922706;NOVA CANAA;Nova Canaã;2922706
2922730;NOVA FATIMA;Nova Fátima;4117008
2922755;NOVA IBIA;Nova Ibiá;2922755
2922805;NOVA ITARANA;Nova Itarana;2922805
2922854;NOVA REDENCAO;Nova Redenção;2922854
2922904;NOVA SOURE;Nova Soure;2922904
2923001;NOVA VICOSA;Nova Viçosa;2923001
2923035;NOVO HORIZONTE;Novo Horizonte;4211652
2923050;NOVO TRIUNFO;Novo Triunfo;2923050
2923100;OLINDINA;Olindina;2923100
2923209;OLIVEIRA DOS BREJINHOS;Oliveira dos Brejinhos;2923209
2923308;OURICANGAS;Ouriçangas;2923308
2923357;OUROLANDIA;Ourolândia;2923357
2923407;PALMAS DE MONTE ALTO;Palmas de Monte Alto;2923407
2923506;PALMEIRAS;Palmeiras;2923506
2923605;PARAMIRIM;Paramirim;2923605
2923704;PARATINGA;Paratinga;2923704
2923803;PARIPIRANGA;Paripiranga;2923803
2923902;PAU BRASIL;Pau Brasil;2923902
2924009;PAULO AFONSO;Paulo Afonso;2924009
2924058;PE DE SERRA;Pé de Serra;2924058
2924108;PEDRAO;Pedrão;2924108
2924207;PEDRO ALEXANDRE;Pedro Alexandre;2924207
2924306;PIATA;Piatã;2924306
2924405;PILAO ARCADO;Pilão Arcado;2924405
2924504;PINDAI;Pindaí;2924504
2924603;PINDOBACU;Pindobaçu;2924603
2924652;PINTADAS;Pintadas;2924652
2924678;PIRAI DO NORTE;Piraí do Norte;2924678
2924702;PIRIPA;Piripá;2924702
2924801;PIRITIBA;Piritiba;2924801
2924900;PLANALTINO;Planaltino;2924900
2925006;PLANALTO;Planalto;4119806
2925105;POCOES;Poções;2925105
2925204;POJUCA;Pojuca;2925204
2925253;PONTO NOVO;Ponto Novo;2925253
2925303;PORTO SEGURO;Porto Seguro;2925303
2925402;POTIRAGUA;Potiraguá;2925402
2925501;PRADO;Prado;2925501
2925600;PRESIDENTE DUTRA;Presidente Dutra;2109106
2925709;PRESIDENTE JANIO QUADROS;Presidente Jânio Quadros;2925709
2925758;PRESIDENTE TANCREDO NEVES;Presidente Tancredo Neves;2925758
2925808;QUEIMADAS;Queimadas;2512507
2925907;QUIJINGUE;Quijingue;2925907
2925931;QUIXABEIRA;Quixabeira;2925931
2925956;RAFAEL JAMBEIRO;Rafael Jambeiro;2925956
2926004;REMANSO;Remanso;2926004
2926103;RETIROLANDIA;Retirolândia;2926103
2103158;CENTRO DO GUILHERME;Centro do Guilherme;2103158
2103174;CENTRO NOVO DO MARANHAO;Centro Novo do Maranhão;2103174
2103208;CHAPADINHA;Chapadinha;2103208
2103257;CIDELANDIA;Cidelândia;2103257
2103307;CODO;Codó;2103307
2103406;COELHO NETO;Coelho Neto;2103406
2103505;COLINAS;Colinas;2103505
2103554;CONCEICAO DO LAGO-ACU;Conceição do Lago-Açu;2103554
2103604;COROATA;Coroatá;2103604
2103703;CURURUPU;Cururupu;2103703
2103752;DAVINOPOLIS;Davinópolis;2103752
2103802;DOM PEDRO;Dom Pedro;2103802
2103901;DUQUE BACELAR;Duque Bacelar;2103901
2104008;ESPERANTINOPOLIS;Esperantinópolis;2104008
2104057;ESTREITO;Estreito;2104057
2104073;FEIRA NOVA DO MARANHAO;Feira Nova do Maranhão;2104073
2104081;FERNANDO FALCAO;Fernando Falcão;2104081
2104099;FORMOSA DA SERRA NEGRA;Formosa da Serra Negra;2104099
2104107;FORTALEZA DOS NOGUEIRAS;Fortaleza dos Nogueiras;2104107
2104206;FORTUNA;Fortuna;2104206
2104305;GODOFREDO VIANA;Godofredo Viana;2104305
2104404;GONCALVES DIAS;Gonçalves Dias;2104404
2104503;GOVERNADOR ARCHER;Governador Archer;2104503
2104552;GOVERNADOR EDISON LOBAO;Governador Edison Lobão;2104552
2104602;GOVERNADOR EUGENIO BARROS;Governador Eugênio Barros;2104602
2104628;GOVERNADOR LUIZ ROCHA;Governador Luiz Rocha;2104628
2104651;GOVERNADOR NEWTON BELLO;Governador Newton Bello;2104651
2104677;GOVERNADOR NUNES FREIRE;Governador Nunes Freire;2104677
2104701;GRACA ARANHA;Graça Aranha;2104701
2104800;GRAJAU;Grajaú;2104800
2104909;GUIMARAES;Guimarães;2104909
2105005;HUMBERTO DE CAMPOS;Humberto de Campos;2105005
2105104;ICATU;Icatu;2105104
2105153;IGARAPE DO MEIO;Igarapé do Meio;2105153
2105203;IGARAPE GRANDE;Igarapé Grande;2105203
2105302;IMPERATRIZ;Imperatriz;2105302
2105351;ITAIPAVA DO GRAJAU;Itaipava do Grajaú;2105351
2105401;ITAPECURU MIRIM;Itapecuru Mirim;2105401
2105427;ITINGA DO MARANHAO;Itinga do Maranhão;2105427
2105450;JATOBA;Jatobá;2608057
2105476;JENIPAPO DOS VIEIRAS;Jenipapo dos Vieiras;2105476
2105500;JOAO LISBOA;João Lisboa;2105500
2105609;JOSELANDIA;Joselândia;2105609
2105658;JUNCO DO MARANHAO;Junco do Maranhão;2105658
2105708;LAGO DA PEDRA;Lago da Pedra;2105708
2105807;LAGO DO JUNCO;Lago do Junco;2105807
2105906;LAGO VERDE;Lago Verde;2105906
2105922;LAGOA DO MATO;Lagoa do Mato;2105922
2105948;LAGO DOS RODRIGUES;Lago dos Rodrigues;2105948
2105963;LAGOA GRANDE DO MARANHAO;Lagoa Grande do Maranhão;2105963
2105989;LAJEADO NOVO;Lajeado Novo;2105989
2106003;LIMA CAMPOS;Lima Campos;2106003
2106102;LORETO;Loreto;2106102
2106201;LUIS DOMINGUES;Luís Domingues;2106201
2106300;MAGALHAES DE ALMEIDA;Magalhães de Almeida;2106300
2106326;MARACACUME;Maracaçumé;2106326
2106359;MARAJA DO SENA;Marajá do Sena;2106359
2106375;MARANHAOZINHO;Maranhãozinho;2106375
2106409;MATA ROMA;Mata Roma;2106409
2106508;MATINHA;Matinha;2106508
2106607;MATOES;Matões;2106607
2106631;MATOES DO NORTE;Matões do Norte;2106631
2106672;MILAGRES DO MARANHAO;Milagres do Maranhão;2106672
2106706;MIRADOR;Mirador;2106706
2106755;MIRANDA DO NORTE;Miranda do Norte;2106755
2106805;MIRINZAL;Mirinzal;2106805
2106904;MONCAO;Monção;2106904
2107001;MONTES ALTOS;Montes Altos;2107001
2107100;MORROS;Morros;2107100
2107209;NINA RODRIGUES;Nina Rodrigues;2107209
2107258;NOVA COLINAS;Nova Colinas;2107258
2107308;NOVA IORQUE;Nova Iorque;2107308
2107357;NOVA OLINDA DO MARANHAO;Nova Olinda do Maranhão;2107357
2107407;OLHO D'AGUA DAS CUNHAS;Olho d'Água das Cunhãs;2107407
2107456;OLINDA NOVA DO MARANHAO;Olinda Nova do Maranhão;2107456
2107506;PACO DO LUMIAR;Paço do Lumiar;2107506
2107605;PALMEIRANDIA;Palmeirândia;2107605
2107704;PARAIBANO;Paraibano;2107704
2107803;PARNARAMA;Parnarama;2107803
2107902;PASSAGEM FRANCA;Passagem Franca;2107902
2108009;PASTOS BONS;Pastos Bons;2108009
2108058;PAULINO NEVES;Paulino Neves;2108058
2108108;PAULO RAMOS;Paulo Ramos;2108108
2108207;PEDREIRAS;Pedreiras;2108207
2108256;PEDRO DO ROSARIO;Pedro do Rosário;2108256
2108306;PENALVA;Penalva;2108306
2108405;PERI MIRIM;Peri Mirim;2108405
2108454;PERITORO;Peritoró;2108454
2108504;PINDARE-MIRIM;Pindaré-Mirim;2108504
2108603;PINHEIRO;Pinheiro;2108603
2616407;VITORIA DE SANTO ANTAO;Vitória de Santo Antão;2616407
2616506;XEXEU;Xexéu;2616506
2700102;AGUA BRANCA;Água Branca;2700102
2700201;ANADIA;Anadia;2700201
2700300;ARAPIRACA;Arapiraca;2700300
2700409;ATALAIA;Atalaia;2700409
2700508;BARRA DE SANTO ANTONIO;Barra de Santo Antônio;2700508
2700607;BARRA DE SAO MIGUEL;Barra de São Miguel;2700607
2700706;BATALHA;Batalha;2700706
2700805;BELEM;Belém;2700805
2700904;BELO MONTE;Belo Monte;2700904
2701001;BOCA DA MATA;Boca da Mata;2701001
2701100;BRANQUINHA;Branquinha;2701100
2701209;CACIMBINHAS;Cacimbinhas;2701209
2701308;CAJUEIRO;Cajueiro;2701308
2701357;CAMPESTRE;Campestre;2701357
2701407;CAMPO ALEGRE;Campo Alegre;2701407
2701506;CAMPO GRANDE;Campo Grande;5002704
2701605;CANAPI;Canapi;2701605
2701704;CAPELA;Capela;2801306
2701803;CARNEIROS;Carneiros;2701803
2701902;CHA PRETA;Chã Preta;2701902
2702009;COITE DO NOIA;Coité do Nóia;2702009
2702108;COLONIA LEOPOLDINA;Colônia Leopoldina;2702108
2702207;COQUEIRO SECO;Coqueiro Seco;2702207
2702306;CORURIPE;Coruripe;2702306
2702355;CRAIBAS;Craíbas;2702355
2702405;DELMIRO GOUVEIA;Delmiro Gouveia;2702405
2702504;DOIS RIACHOS;Dois Riachos;2702504
2702553;ESTRELA DE ALAGOAS;Estrela de Alagoas;2702553
2702603;FEIRA GRANDE;Feira Grande;2702603
2702702;FELIZ DESERTO;Feliz Deserto;2702702
2702801;FLEXEIRAS;Flexeiras;2702801
2702900;GIRAU DO PONCIANO;Girau do Ponciano;2702900
2703007;IBATEGUARA;Ibateguara;2703007
2703106;IGACI;Igaci;2703106
2703205;IGREJA NOVA;Igreja Nova;2703205
2703304;INHAPI;Inhapi;2703304
2703403;JACARE DOS HOMENS;Jacaré dos Homens;2703403
2703502;JACUIPE;Jacuípe;2703502
2703601;JAPARATINGA;Japaratinga;2703601
2703700;JARAMATAIA;Jaramataia;2703700
2703759;JEQUIA DA PRAIA;Jequiá da Praia;2703759
2703809;JOAQUIM GOMES;Joaquim Gomes;2703809
2703908;JUNDIA;Jundiá;2703908
2704005;JUNQUEIRO;Junqueiro;2704005
2704104;LAGOA DA CANOA;Lagoa da Canoa;2704104
2704203;LIMOEIRO DE ANADIA;Limoeiro de Anadia;2704203
2704302;MACEIO;Maceió;2704302
2704401;MAJOR ISIDORO;Major Isidoro;2704401
2704500;MARAGOGI;Maragogi;2704500
2704609;MARAVILHA;Maravilha;2704609
2704708;MARECHAL DEODORO;Marechal Deodoro;2704708
2704807;MARIBONDO;Maribondo;2704807
2704906;MAR VERMELHO;Mar Vermelho;2704906
2705002;MATA GRANDE;Mata Grande;2705002
2705101;MATRIZ DE CAMARAGIBE;Matriz de Camaragibe;2705101
2705200;MESSIAS;Messias;2705200
2705309;MINADOR DO NEGRAO;Minador do Negrão;2705309
2705408;MONTEIROPOLIS;Monteirópolis;2705408
2705507;MURICI;Murici;2705507
2705606;NOVO LINO;Novo Lino;2705606
2705705;OLHO D'AGUA DAS FLORES;Olho d'Água das Flores;2705705
2705804;OLHO D'AGUA DO CASADO;Olho d'Água do Casado;2705804
2705903;OLHO D'AGUA GRANDE;Olho d'Água Grande;2705903
2706000;OLIVENCA;Olivença;2706000
2706109;OURO BRANCO;Ouro Branco;2706109
2706208;PALESTINA;Palestina;2706208
2706307;PALMEIRA DOS INDIOS;Palmeira dos Índios;2706307
2706406;PAO DE ACUCAR;Pão de Açúcar;2706406
2706422;PARICONHA;Pariconha;2706422
2706448;PARIPUEIRA;Paripueira;2706448
2706505;PASSO DE CAMARAGIBE;Passo de Camaragibe;2706505
2706604;PAULO JACINTO;Paulo Jacinto;2706604
2706703;PENEDO;Penedo;2706703
2706802;PIACABUCU;Piaçabuçu;2706802
2706901;PILAR;Pilar;2706901
2707008;PINDOBA;Pindoba;2707008
2515930;SERTAOZINHO;Sertãozinho;2515930
2515971;SOBRADO;Sobrado;2515971
2516003;SOLANEA;Solânea;2516003
2516102;SOLEDADE;Soledade;2516102
2516151;SOSSEGO;Sossêgo;2516151
2516201;SOUSA;Sousa;2516201
2516300;SUME;Sumé;2516300
2516409;CAMPO DE SANTANA;Campo de Santana;2516409
2516508;TAPEROA;Taperoá;2516508
2516607;TAVARES;Tavares;2516607
2516706;TEIXEIRA;Teixeira;2516706
2516755;TENORIO;Tenório;2516755
2516805;TRIUNFO;Triunfo;2615706
2516904;UIRAUNA;Uiraúna;2516904
2517001;UMBUZEIRO;Umbuzeiro;2517001
2517100;VARZEA;Várzea;2414704
2517209;VIEIROPOLIS;Vieirópolis;2517209
2517407;ZABELE;Zabelê;2517407
2600054;ABREU E LIMA;Abreu e Lima;2600054
2600104;AFOGADOS DA INGAZEIRA;Afogados da Ingazeira;2600104
2600203;AFRANIO;Afrânio;2600203
2600302;AGRESTINA;Agrestina;2600302
2600401;AGUA PRETA;Água Preta;2600401
2600500;AGUAS BELAS;Águas Belas;2600500
2600609;ALAGOINHA;Alagoinha;2600609
2600708;ALIANCA;Aliança;2600708
2600807;ALTINHO;Altinho;2600807
2600906;AMARAJI;Amaraji;2600906
2601003;ANGELIM;Angelim;2601003
2601052;ARACOIABA;Araçoiaba;2601052
2601102;ARARIPINA;Araripina;2601102
2601201;ARCOVERDE;Arcoverde;2601201
2601300;BARRA DE GUABIRABA;Barra de Guabiraba;2601300
2601409;BARREIROS;Barreiros;2601409
2601508;BELEM DE MARIA;Belém de Maria;2601508
2601607;BELEM DE SAO FRANCISCO;Belém de São Francisco;2601607
2601706;BELO JARDIM;Belo Jardim;2601706
2601805;BETANIA;Betânia;2601805
2601904;BEZERROS;Bezerros;2601904
2602001;BODOCO;Bodocó;2602001
2602100;BOM CONSELHO;Bom Conselho;2602100
2602209;BOM JARDIM;Bom Jardim;3300506
2602308;BONITO;Bonito;5002209
2602407;BREJAO;Brejão;2602407
2602506;BREJINHO;Brejinho;2401800
2602605;BREJO DA MADRE DE DEUS;Brejo da Madre de Deus;2602605
2602704;BUENOS AIRES;Buenos Aires;2602704
2602803;BUIQUE;Buíque;2602803
2602902;CABO DE SANTO AGOSTINHO;Cabo de Santo Agostinho;2602902
2603009;CABROBO;Cabrobó;2603009
2603108;CACHOEIRINHA;Cachoeirinha;1703826
2603207;CAETES;Caetés;2603207
2603306;CALCADO;Calçado;2603306
2603405;CALUMBI;Calumbi;2603405
2603454;CAMARAGIBE;Camaragibe;2603454
2603504;CAMOCIM DE SAO FELIX;Camocim de São Félix;2603504
2603603;CAMUTANGA;Camutanga;2603603
2603702;CANHOTINHO;Canhotinho;2603702
2603801;CAPOEIRAS;Capoeiras;2603801
2603900;CARNAIBA;Carnaíba;2603900
2603926;CARNAUBEIRA DA PENHA;Carnaubeira da Penha;2603926
2604007;CARPINA;Carpina;2604007
2604106;CARUARU;Caruaru;2604106
2604155;CASINHAS;Casinhas;2604155
2604205;CATENDE;Catende;2604205
2604304;CEDRO;Cedro;2303808
2604403;CHA DE ALEGRIA;Chã de Alegria;2604403
2604502;CHA GRANDE;Chã Grande;2604502
2604601;CONDADO;Condado;2604601
2604700;CORRENTES;Correntes;2604700
2604809;CORTES;Cortês;2604809
2604908;CUMARU;Cumaru;2604908
2605004;CUPIRA;Cupira;2605004
2605103;CUSTODIA;Custódia;2605103
2605152;DORMENTES;Dormentes;2605152
2605202;ESCADA;Escada;2605202
2605301;EXU;Exu;2605301
2605400;FEIRA NOVA;Feira Nova;2802205
2605459;FERNANDO DE NORONHA;Fernando de Noronha;2605459
2605509;FERREIROS;Ferreiros;2605509
2605608;FLORES;Flores;2605608
2605707;FLORESTA;Floresta;2605707
2605806;FREI MIGUELINHO;Frei Miguelinho;2605806
2605905;GAMELEIRA;Gameleira;2605905
2606002;GARANHUNS;Garanhuns;2606002
2606101;GLORIA DO GOITA;Glória do Goitá;2606101
2606200;GOIANA;Goiana;2606200
2606309;GRANITO;Granito;2606309
2606408;GRAVATA;Gravatá;2606408
2606507;IATI;Iati;2606507
2606606;IBIMIRIM;Ibimirim;2606606
2606705;IBIRAJUBA;Ibirajuba;2606705
2606804;IGARASSU;Igarassu;2606804
2606903;IGUARACI;Iguaraci;2606903
2607000;INAJA;Inajá;2607000
2607109;INGAZEIRA;Ingazeira;2607109
2607208;IPOJUCA;Ipojuca;2607208
2607307;IPUBI;Ipubi;2607307
2607406;ITACURUBA;Itacuruba;2607406
2607505;ITAIBA;Itaíba;2607505
2607604;ILHA DE ITAMARACA;Ilha de Itamaracá;2607604
2607653;ITAMBE;Itambé;2607653
2607703;ITAPETIM;Itapetim;2607703
2607752;ITAPISSUMA;Itapissuma;2607752
2607802;ITAQUITINGA;Itaquitinga;2607802
2607901;JABOATAO DOS GUARARAPES;Jaboatão dos Guararapes;2607901
2607950;JAQUEIRA;Jaqueira;2607950
2608008;JATAUBA;Jataúba;2608008
2608057;JATOBA;Jatobá;2608057
2608107;JOAO ALFREDO;João Alfredo;2608107
2608206;JOAQUIM NABUCO;Joaquim Nabuco;2608206
2608255;JUCATI;Jucati;2608255
2608305;JUPI;Jupi;2608305
2608404;JUREMA;Jurema;2608404
2608453;LAGOA DO CARRO;Lagoa do Carro;2608453
2608503;LAGOA DO ITAENGA;Lagoa do Itaenga;2608503
